"Individual","Partner","Population","Density","Sex","Exploration","Aggression","LRS","Feeding_rate","Aggression_score"
"C3F7056","C3F7057","Mont Ventoux",8,"M",50.0212492167931,-0.691341591828778,6.20604975704784,6.87916264046145,2
"C3F7057","C3F7058","Oulu",11.2,"M",50.9112517959704,1.23652798470628,5.30840339071705,5.15725574965165,0
"C3F7058","C3F7059","Westerheide",13.6,"M",56.145648583132,6.11069537004582,7.67160517258392,8.35935576302526,2
"C3F7059","C3F7060","Whytham Woods",9.5,"M",49.2955727222163,-1.12409693450817,3.84273535101414,3.54723969081218,1
"C3F7060","C3F7061","Zvenigorod",7.9,"M",48.3000110103621,-2.914444912244,4.43538274019298,4.15970564819005,0
"C3F7061","C3F7062","Bagley Wood",11,"F",49.6657527040859,0.46112256648403,5.08614207004409,6.34617543591148,0
"C3F7062","C3F7063","Boshoek",9.1,"F",49.159116355604,-1.78401706767841,4.39616926876849,4.1645911564614,1
"C3F7063","C3F7064","Donana",12.6,"F",52.2748541884434,0.21595529031829,5.05209963204362,6.28559703051308,1
"C3F7064","C3F7065","Forstenrieder park",13.7,"F",50.5446171600815,2.00063526396278,2.65037134785239,2.26566516020948,0
"C3F7065","C3F7066","Gotland",12.2,"F",51.0096434674993,0.98616232234421,3.57173504666283,4.00813677370198,0
"C3F7066","C3F7067","Mont Ventoux",10,"M",50.7314855503951,0.606882283335679,5.25634174959279,5.28143057236705,0
"C3F7067","C3F7068","Oulu",11.8,"M",51.0951772937859,1.17626237842553,4.8545899828838,4.60910156819547,0
"C3F7068","C3F7069","Westerheide",12.1,"M",53.5396691226493,2.83037230706136,6.40788075936828,7.24789280200572,2
"C3F7069","C3F7070","Whytham Woods",6.7,"M",47.8135980222832,-4.57360640640666,4.90804042188083,4.53146713973951,1
"C3F7070","C3F7071","Zvenigorod",6.8,"M",47.4583499512939,-0.837471524455793,6.41464936719272,5.69873610137106,1
"C3F7071","C3F7072","Bagley Wood",9.1,"F",46.5984361864628,-3.65222599748189,4.46153123138266,4.61645695249713,1
"C3F7072","C3F7073","Boshoek",11.3,"F",51.303021249218,1.82284190814136,5.28183809053017,6.56731619042542,2
"C3F7073","C3F7074","Donana",10.5,"F",50.2493248737487,-1.43899544233281,4.29182928994616,3.83818610944379,0
"C3F7074","C3F7075","Forstenrieder park",9.7,"F",47.9850474611305,-2.37169306227624,4.48397197073799,3.17505227317801,1
"C3F7075","C3F7076","Gotland",8.5,"F",46.7880056215382,-3.3172727992247,5.19911532699471,5.37663083139259,0
"C3F7076","C3F7077","Mont Ventoux",9.2,"M",50.2649801413491,1.21004951024361,5.80259748134487,5.63788006870879,0
"C3F7077","C3F7078","Oulu",10.8,"M",50.4874366144092,0.517919498909102,3.72539466262623,4.75564383153138,0
"C3F7078","C3F7079","Westerheide",9.5,"M",50.5296306457567,-0.644786347041449,4.74326174110124,5.08693631380603,1
"C3F7079","C3F7080","Whytham Woods",5,"M",45.5354678004082,-3.16112426417606,5.52444371313852,4.4990324492257,1
"C3F7080","C3F7081","Zvenigorod",10.5,"M",48.8487592803912,-0.233183486490763,3.53527603378154,3.6766150500735,1
"C3F7081","C3F7082","Bagley Wood",8.4,"F",46.1310853440036,-3.78285576452898,5.0416538782828,4.07028119317118,1
"C3F7082","C3F7083","Boshoek",8.5,"F",49.5728992784436,0.327561016477846,6.44847666936143,4.66481657575229,2
"C3F7083","C3F7084","Donana",8.4,"F",46.4783243804543,-2.61105588304311,4.95411212166321,4.79436713837612,1
"C3F7084","C3F7085","Forstenrieder park",11.7,"F",50.9666757293206,0.619970354783348,5.42297516673483,5.54223173610565,0
"C3F7085","C3F7086","Gotland",10.5,"F",49.6871837225972,-0.56678694795041,5.20510429845786,5.9385375685289,0
"C3F7086","C3F7087","Mont Ventoux",11.3,"M",53.278481567772,2.65069712896523,6.19356915078586,5.9977526241915,1
"C3F7087","C3F7088","Oulu",9.1,"M",48.9588499236906,0.426736742754573,5.17704216858518,5.30159633867563,2
"C3F7088","C3F7089","Westerheide",8.1,"M",48.8260833751945,-2.62059138382837,3.43489490875395,3.65199373925692,2
"C3F7089","C3F7090","Whytham Woods",10,"M",50.4147325574995,-0.24599800878107,4.41971089243224,7.05285873406881,0
"C3F7090","C3F7091","Zvenigorod",9.7,"M",50.3065070117456,-1.08712777769635,4.8453441008254,2.44806212564883,1
"C3F7091","C3F7092","Bagley Wood",10.3,"F",47.6962403331621,-0.11798166952453,4.79435895025817,5.47463637427999,0
"C3F7092","C3F7093","Boshoek",13.3,"F",52.4463657748089,1.78649833122626,5.05794045157696,5.25887109655684,0
"C3F7093","C3F7094","Donana",9.1,"F",49.5953070611167,-1.66002182627786,4.77491244159379,4.10643351547741,2
"C3F7094","C3F7095","Forstenrieder park",11.9,"F",52.8843421173933,2.08017164720865,4.84651823119759,4.09255081841786,1
"C3F7095","C3F7096","Gotland",11.1,"F",51.1476018796827,1.77663995614338,5.28643425470655,3.89375504914599,1
"C3F7096","C3F7097","Mont Ventoux",11.9,"M",52.158197829924,2.06533748607577,4.74791082080205,7.48495014282832,1
"C3F7097","C3F7098","Oulu",11.5,"M",54.0780500108884,2.55969489721615,5.66918156657534,6.81650144759146,3
"C3F7098","C3F7099","Westerheide",12,"M",51.0332163995631,1.45400025252203,3.43042877527876,4.79694517389696,0
"C3F7099","C3F7100","Whytham Woods",8.1,"M",47.8285465023663,-1.61608630701316,4.65174132337992,4.85040227727199,2
"C3F7100","C3F7101","Zvenigorod",11.3,"M",50.0150125580533,-0.0565438280322432,4.47235477856272,5.21215911023481,2
"C3F7101","C3F7102","Bagley Wood",9.4,"F",47.4290175751416,-1.3761807225557,5.73212292225358,4.45324336397155,1
"C3F7102","C3F7103","Boshoek",9.8,"F",49.3933314427341,-0.633856404884748,5.24582436727323,5.56490743333778,1
"C3F7103","C3F7104","Donana",10.8,"F",49.1562913489188,-0.885426132173242,4.83118887787125,4.72126899209825,0
"C3F7104","C3F7105","Forstenrieder park",11,"F",51.8325623343809,0.425923441378031,5.8091776412985,5.76319986085201,3
"C3F7105","C3F7106","Gotland",11.9,"F",47.5678284524551,0.82725580000216,3.7120332008889,4.18212035276507,0
"C3F7106","C3F7107","Mont Ventoux",6.7,"M",48.5786254503269,-3.19479501046249,4.79046857581966,5.47051181423553,1
"C3F7107","C3F7108","Oulu",11.4,"M",52.0408421470491,2.1450552184004,5.25362316481918,5.7430213389596,1
"C3F7108","C3F7109","Westerheide",9.9,"M",50.7729524855863,1.0552185147444,5.77983308103646,6.20693955135955,0
"C3F7109","C3F7110","Whytham Woods",6.8,"M",49.22156624122,-2.03902110800205,4.47321133541248,4.30339424854938,0
"C3F7110","C3F7111","Zvenigorod",13.1,"M",49.853107775282,1.99960061052402,3.85564061834308,5.00891378906271,1
"C3F7111","C3F7112","Bagley Wood",8,"F",46.1702240612485,-4.30331037788448,3.9620849273964,3.63173605474191,3
"C3F7112","C3F7113","Boshoek",8.2,"F",47.6286667771195,-0.774213691141221,5.38254050854577,4.77763683888457,0
"C3F7113","C3F7114","Donana",9.9,"F",49.2708588073653,-1.10167663553608,4.8423567051412,4.51610864380994,0
"C3F7114","C3F7115","Forstenrieder park",9.8,"F",49.473953973035,-0.825760643397137,5.7085222766574,5.08567808148119,2
"C3F7115","C3F7116","Gotland",10.9,"F",50.55837452209,0.500287425532785,6.55335742514349,5.05313502476369,1
"C3F7116","C3F7117","Mont Ventoux",14.1,"M",52.1552880920575,5.10436545215951,3.02004902841353,2.85801217432906,1
"C3F7117","C3F7118","Oulu",9,"M",49.2845422727573,0.0331324647607832,4.43973202842648,2.28158174480397,2
"C3F7118","C3F7119","Westerheide",8.8,"M",49.7351306759184,-0.403523072561044,4.84711925915273,3.56799823078036,6
"C3F7119","C3F7120","Whytham Woods",13.1,"M",50.2230133393496,2.93473842637178,4.58950835740488,5.23066566534661,0
"C3F7120","C3F7121","Zvenigorod",10.2,"M",50.5006298591519,0.0355887607540386,5.00309526677137,4.25566987262636,1
"C3F7121","C3F7122","Bagley Wood",8.5,"F",47.5276714790945,-2.59413180127019,5.28037108661778,5.280262420877,1
"C3F7122","C3F7123","Boshoek",10.7,"F",50.2223332690855,0.602856046945497,5.4383584359791,4.76990464571014,1
"C3F7123","C3F7124","Donana",11,"F",47.3353454619308,-0.816222751024586,4.63867567473162,4.20303540396362,0
"C3F7124","C3F7125","Forstenrieder park",10.3,"F",50.4478809552503,-0.990910193583187,5.32041277898165,4.76148044029215,1
"C3F7125","C3F7126","Gotland",11.8,"F",51.5983026583025,1.48385910077068,5.18006453631154,5.53853527877016,2
"C3F7126","C3F7127","Mont Ventoux",10.4,"M",52.0290824215688,1.16052161551504,6.12274247341844,6.53616637298858,1
"C3F7127","C3F7128","Oulu",9.9,"M",49.3938124506304,-0.168473957450629,3.75196895180529,3.32917942022191,0
"C3F7128","C3F7129","Westerheide",10.6,"M",48.9141097722106,0.881029326639609,4.4354062708135,4.27013366599381,0
"C3F7129","C3F7130","Whytham Woods",9.9,"M",50.8353943637539,0.768439157224224,5.75371514564987,5.50349594631721,2
"C3F7130","C3F7131","Zvenigorod",6.8,"M",48.6386885787812,-3.54143844490765,5.3298539189935,5.24408656469129,3
"C3F7131","C3F7132","Bagley Wood",9.2,"F",47.6949894789386,-0.78030104085525,5.67140253891486,3.50805766820588,1
"C3F7132","C3F7133","Boshoek",8.7,"F",48.9179601172549,-1.70920396036608,5.48339399398814,6.34551947097186,1
"C3F7133","C3F7134","Donana",8.6,"F",48.4235260834412,-4.96286582949828,4.14884669771024,4.91213580899208,1
"C3F7134","C3F7135","Forstenrieder park",7.2,"F",47.8791371000297,-2.38219711552909,4.74833327359072,4.35322810517841,0
"C3F7135","C3F7136","Gotland",10.9,"F",51.1812404234717,0.795174731824946,6.09359728681056,5.46730057431847,1
"C3F7136","C3F7137","Mont Ventoux",9.3,"M",49.3762743473896,-1.48787953632894,4.62066924372985,6.24817390938241,2
"C3F7137","C3F7138","Oulu",9.2,"M",49.8306477353247,-0.0431613014233828,4.94104242231404,6.47690491943371,0
"C3F7138","C3F7139","Westerheide",12.2,"M",53.1791398805905,2.02655410265923,4.5595425347677,4.24075061531877,2
"C3F7139","C3F7140","Whytham Woods",7.3,"M",48.4057554452753,-1.39750149989125,5.10327885111283,4.8364151294968,0
"C3F7140","C3F7141","Zvenigorod",10.4,"M",52.01397811582,-0.0262332966240465,4.90384550364774,6.77289587166036,0
"C3F7141","C3F7142","Bagley Wood",3.8,"F",43.0360497221089,-8.7160409295379,5.7838823241632,6.54331167245061,0
"C3F7142","C3F7143","Boshoek",8.9,"F",48.9673336761538,-2.24041001292036,4.12727110437628,4.54726881853214,0
"C3F7143","C3F7144","Donana",11.8,"F",49.9195103779407,2.05783256919946,4.95688144314385,7.1190394181226,1
"C3F7144","C3F7145","Forstenrieder park",11.2,"F",50.8773727301404,-0.927231385510793,4.96239607634814,4.59718616192854,2
"C3F7145","C3F7146","Gotland",7.8,"F",47.6167252372563,-2.26434596331904,5.53460679978285,4.45261085409795,0
"C3F7146","C3F7147","Mont Ventoux",11.8,"M",52.1322042524834,2.34899535988969,5.2691981402648,5.08458396466094,1
"C3F7147","C3F7148","Oulu",11,"M",50.7608935397155,1.29456060658733,5.20655660391405,4.616091796959,5
"C3F7148","C3F7149","Westerheide",8.2,"M",49.9371502150145,-1.32219612681126,5.64716879294442,5.79016703809415,1
"C3F7149","C3F7150","Whytham Woods",8.7,"M",48.0078405084132,-1.35196038066849,4.85614860211441,6.09645680935772,0
"C3F7150","C3F7151","Zvenigorod",10.9,"M",49.8532785479502,0.684326385480937,5.66884643948635,8.25122478508434,1
"C3F7151","C3F7152","Bagley Wood",9.4,"F",48.3774503172252,-3.04720167688032,2.58869142465998,2.33671459919151,3
"C3F7152","C3F7153","Boshoek",7.4,"F",45.6898214175817,-4.12440364868215,4.83410117571468,5.86234911219894,2
"C3F7153","C3F7154","Donana",9.5,"F",50.0071663720804,-0.64996557846177,4.0202795626863,4.1764030932988,2
"C3F7154","C3F7155","Forstenrieder park",9.7,"F",50.2224337323204,-0.0605902896263756,5.86777736118016,4.40414446015876,0
"C3F7155","C3F7156","Gotland",13.4,"F",50.8296093405014,2.52319704065642,4.8700558640677,5.59307726276739,1
"C3F7156","C3F7157","Mont Ventoux",9.5,"M",50.4986358431881,-0.568516128214465,3.08271017783808,3.92691896069484,0
"C3F7157","C3F7158","Oulu",9,"M",48.910578270601,-1.59137005694758,3.44214445657874,3.40092608993008,2
"C3F7158","C3F7159","Westerheide",13.4,"M",53.7770895222715,4.4833428892248,5.15055338788046,6.81069948078803,2
"C3F7159","C3F7160","Whytham Woods",13.9,"M",52.5048854374961,3.29168457616037,4.807570243724,4.95709150698364,0
"C3F7160","C3F7161","Zvenigorod",10.9,"M",50.6635964958013,0.0525661139217293,5.15884255744108,6.25267075390384,2
"C3F7161","C3F7162","Bagley Wood",10.7,"F",49.8554931773518,0.046654673624229,5.31254297939134,4.55615523071391,2
"C3F7162","C3F7163","Boshoek",10.2,"F",49.5299318919369,-0.13664260791637,5.26848201701424,4.65144942560935,0
"C3F7163","C3F7164","Donana",9.1,"F",47.1924696556602,-1.85574514002487,4.88401477183654,5.74873794037389,1
"C3F7164","C3F7165","Forstenrieder park",9.3,"F",49.0745782372751,-0.83485030415267,5.32296262839889,5.30305690101113,0
"C3F7165","C3F7166","Gotland",11.1,"F",49.6685093770376,-0.160551571267278,5.09964439768712,6.25410374438887,0
"C3F7166","C3F7167","Mont Ventoux",9.6,"M",50.0655767555076,0.42367661172899,5.5248553243966,4.82243085633706,3
"C3F7167","C3F7168","Oulu",8.5,"M",48.878207709059,0.0992909629299298,5.16059809435229,5.47805591585238,1
"C3F7168","C3F7169","Westerheide",9.6,"M",51.4468143151608,0.914674456979437,5.2252417607045,5.83916053267741,0
"C3F7169","C3F7170","Whytham Woods",11,"M",49.8413623362952,-0.145058500232967,2.75845895078673,2.78003952714333,0
"C3F7170","C3F7171","Zvenigorod",5.5,"M",47.2693428009835,-5.62121667006743,4.48194091061148,3.81306277420042,0
"C3F7171","C3F7172","Bagley Wood",8.1,"F",48.693456338782,-2.63352759584017,5.05165326098882,5.52361067233625,1
"C3F7172","C3F7173","Boshoek",10.7,"F",50.9394025763696,1.08801538454923,5.2731399279193,6.5088666214744,1
"C3F7173","C3F7174","Donana",6.8,"F",46.5517544993027,-4.32116486965534,5.29840241138028,4.58767096644346,0
"C3F7174","C3F7175","Forstenrieder park",9.9,"F",47.9541210863491,-0.645967591859255,4.632364869403,6.60180252520861,2
"C3F7175","C3F7176","Gotland",8.9,"F",47.8882615810789,-1.8998844675587,5.57259356203679,5.36626654362003,0
"C3F7176","C3F7177","Mont Ventoux",9.6,"M",50.3608444939941,0.109056328792896,5.67765202154758,7.64314677858819,4
"C3F7177","C3F7178","Oulu",12,"M",52.4685618897036,1.38986530049725,5.16531999236658,3.3202047486445,1
"C3F7178","C3F7179","Westerheide",8.4,"M",48.8540130108504,-1.2690097350277,4.86678478293703,4.57302664862807,0
"C3F7179","C3F7180","Whytham Woods",7.6,"M",49.6033974832834,-0.550170970335337,4.79831503041073,5.79790875038186,3
"C3F7180","C3F7181","Zvenigorod",10.4,"M",50.0526900219109,0.408732929363217,5.70372339064563,6.24601412129426,2
"C3F7181","C3F7182","Bagley Wood",12.6,"F",50.8103540342313,2.65144066451944,4.87383964232051,4.50157206850711,2
"C3F7182","C3F7183","Boshoek",10.2,"F",50.5979551394922,-1.24432201136927,4.75043235140116,4.84755569530665,1
"C3F7183","C3F7184","Donana",12.4,"F",53.0297792240987,1.19475490799028,5.49842512156881,6.36130721564781,1
"C3F7184","C3F7185","Forstenrieder park",11.1,"F",50.4036784550994,0.679207618339365,4.51572485630419,4.76222497670661,0
"C3F7185","C3F7186","Gotland",9.9,"F",51.0429935398877,0.344193641729762,5.60905839251823,5.18267296214665,0
"C3F7186","C3F7187","Mont Ventoux",11.2,"M",51.4871572962323,2.53311549707032,5.95576884894521,6.54056745108804,0
"C3F7187","C3F7188","Oulu",9.9,"M",51.4111520552312,-0.102422522173593,5.06927217284537,4.94258263101805,1
"C3F7188","C3F7189","Westerheide",9.5,"M",50.6163954981875,0.955859158988116,4.96705985496104,5.16052935181105,0
"C3F7189","C3F7190","Whytham Woods",9.4,"M",49.0855536203012,0.889647011767321,6.28126213701776,5.47477661370613,0
"C3F7190","C3F7191","Zvenigorod",5.3,"M",48.2779785954315,-3.46974778221218,5.51921844204468,4.68508335088799,1
"C3F7191","C3F7192","Bagley Wood",9.4,"F",47.5115691211234,-2.02639527478255,5.32996026822416,5.20657853201896,0
"C3F7192","C3F7193","Boshoek",13.8,"F",53.0279050950558,2.51681733189285,4.87920774142831,3.84390812791231,1
"C3F7193","C3F7194","Donana",12.1,"F",50.1091391546823,0.921572627645989,4.92419653843039,3.13384190157752,2
"C3F7194","C3F7195","Forstenrieder park",9.8,"F",49.5926313945306,-0.453414695308271,5.17784717903672,3.90915195152695,0
"C3F7195","C3F7196","Gotland",12.8,"F",52.2003852532286,2.9021832125131,5.70103690646114,6.94729675254308,0
"C3F7196","C3F7197","Mont Ventoux",10.8,"M",49.6638604525308,2.58176824085493,5.08632661259588,4.32884575526658,1
"C3F7197","C3F7198","Oulu",9.4,"M",49.911631738375,0.323381084155028,5.4435088259066,4.19260488628095,2
"C3F7198","C3F7199","Westerheide",7.4,"M",48.4919030284584,-0.768747500957624,5.14060872280635,4.30294264869848,2
"C3F7199","C3F7200","Whytham Woods",12.6,"M",51.6147517024739,0.285406847980601,2.77114450737084,1.89700753962525,2
"C3F7200","C3F7001","Zvenigorod",9.2,"M",49.4645136163321,-0.981546635792398,5.35933509718118,6.19681163045672,1
"C3F7001","C3F7002","Bagley Wood",9.2,"F",47.0877153947719,-1.45275719509095,6.13315416264454,5.30197959946083,2
"C3F7002","C3F7003","Boshoek",10.4,"F",47.5660211803086,-0.142119429012913,4.63540294081904,5.90948983093086,3
"C3F7003","C3F7004","Donana",13.1,"F",51.7174206849807,1.95389136525606,5.37615187761444,4.04798395121994,0
"C3F7004","C3F7005","Forstenrieder park",9.7,"F",48.554484754046,-1.20284160911903,4.48983287846286,3.94578965343414,0
"C3F7005","C3F7006","Gotland",8.2,"F",47.4006909296305,-3.4618114711918,5.71704277978027,5.88765794714286,0
"C3F7006","C3F7007","Mont Ventoux",10.3,"M",49.7679228241976,0.333004181739218,4.26632629582409,5.04519384650525,0
"C3F7007","C3F7008","Oulu",7.7,"M",50.213247487115,-1.02704290550413,4.01077911340208,3.61595390682836,2
"C3F7008","C3F7009","Westerheide",6.4,"M",47.4521633082356,-3.62384631536741,4.54137416069991,3.35928758559348,0
"C3F7009","C3F7010","Whytham Woods",8.4,"M",49.9473882418493,-1.11912302979918,5.19341177349457,4.05285980603316,1
"C3F7010","C3F7011","Zvenigorod",9.8,"M",49.1899616727483,-0.504391091372644,5.55451301730283,4.9844699466281,0
"C3F7011","C3F7012","Bagley Wood",11.1,"F",52.7567135797059,1.45389821939489,5.22360800782979,6.06918529044545,1
"C3F7012","C3F7013","Boshoek",15.1,"F",56.5298575663721,4.9966112050772,6.28897024018752,7.81605609156467,1
"C3F7013","C3F7014","Donana",11.8,"F",49.4229911658132,-0.0563206162009838,3.82545642243024,3.02773864661698,0
"C3F7014","C3F7015","Forstenrieder park",9.7,"F",49.3597087105531,-1.09599669934082,4.83514428010999,5.17046490843938,3
"C3F7015","C3F7016","Gotland",6.4,"F",45.5974292258419,-3.72340423786618,4.2932782231635,6.10818773880752,0
"C3F7016","C3F7017","Mont Ventoux",8.2,"M",49.922856497506,-0.291839136652359,5.06312239678597,5.4796884864444,0
"C3F7017","C3F7018","Oulu",11.1,"M",50.6346575168984,1.6108271229804,4.94129329660067,6.50047253198405,1
"C3F7018","C3F7019","Westerheide",10.2,"M",51.8853593604885,1.45791253583103,4.75662205198754,3.06545734388906,0
"C3F7019","C3F7020","Whytham Woods",8.8,"M",49.6822554793918,0.478993801707736,4.77260001842566,4.74912593877161,0
"C3F7020","C3F7021","Zvenigorod",11.1,"M",51.1101169836262,0.198751576229926,5.1276998415826,3.77176153882135,0
"C3F7021","C3F7022","Bagley Wood",8.7,"F",46.6442505731684,-3.87951967217241,3.27610894186471,3.05634324977755,1
"C3F7022","C3F7023","Boshoek",11.6,"F",50.7816327418928,-0.429998409238471,4.18642925935027,4.43408381792183,2
"C3F7023","C3F7024","Donana",14.3,"F",52.3069519976276,2.24929114199295,4.71622232323423,5.44799054660574,0
"C3F7024","C3F7025","Forstenrieder park",15.8,"F",55.6092364996836,3.58672221848026,5.6258975123916,4.6065556855852,1
"C3F7025","C3F7026","Gotland",11.3,"F",50.5008796887689,1.96249194618946,5.1389282425508,3.94529174270709,1
"C3F7026","C3F7027","Mont Ventoux",8.6,"M",50.4599833019559,0.694072037246322,5.69350863805594,4.20840191088444,1
"C3F7027","C3F7028","Oulu",11.8,"M",52.9899049178197,2.10707685650773,4.72646927991444,5.20113407152113,0
"C3F7028","C3F7029","Westerheide",10,"M",51.4590508359531,1.45310148079537,5.81577018713484,5.80740557871319,0
"C3F7029","C3F7030","Whytham Woods",12.3,"M",52.3819317123272,1.12357916523832,4.44798817973626,4.99632739428373,0
"C3F7030","C3F7031","Zvenigorod",14.4,"M",55.1800953113396,4.04910700725982,5.61374384887353,5.80499521947515,1
"C3F7031","C3F7032","Bagley Wood",12.4,"F",51.5533913064548,1.19824664679827,5.25268853420407,3.44297549083795,0
"C3F7032","C3F7033","Boshoek",10,"F",50.3398541590823,-0.743354355488304,5.20002432967061,4.78057644591842,0
"C3F7033","C3F7034","Donana",7.8,"F",46.6832807003484,-2.40592059041083,4.84387033372131,4.22353049244461,1
"C3F7034","C3F7035","Forstenrieder park",13.9,"F",50.8519351740808,1.17783457001332,3.12710372049261,2.69874450681078,1
"C3F7035","C3F7036","Gotland",10,"F",48.8980628772145,-1.20068453043116,4.67619303003323,5.52434217021665,1
"C3F7036","C3F7037","Mont Ventoux",13.2,"M",52.8768171095445,2.99137557424851,5.0070454214476,4.27444899706211,1
"C3F7037","C3F7038","Oulu",6.8,"M",48.8637721205613,-1.91623384831492,5.07589499438683,6.27218410009776,2
"C3F7038","C3F7039","Westerheide",8.6,"M",49.6224314925863,-0.119146201334969,4.62688986861865,5.40743435346673,2
"C3F7039","C3F7040","Whytham Woods",9.6,"M",50.7632414603144,0.124996198277729,5.46461267998578,4.63182164593213,2
"C3F7040","C3F7041","Zvenigorod",10.7,"M",50.0552882916098,0.0151678090347691,5.10245560617627,4.20808787938139,2
"C3F7041","C3F7042","Bagley Wood",8.5,"F",45.8630715338901,-2.4894320946414,5.34444639017032,5.46689884091488,1
"C3F7042","C3F7043","Boshoek",9.2,"F",49.0677756097033,-0.277132659160255,4.48235244444863,5.02536327055585,1
"C3F7043","C3F7044","Donana",7.6,"F",46.4709675075653,-4.63381673291638,3.90933435793028,2.97524108265161,1
"C3F7044","C3F7045","Forstenrieder park",10.6,"F",49.5864465576996,-0.112218981377297,5.26795358153225,5.39096993845147,0
"C3F7045","C3F7046","Gotland",9.8,"F",49.8608975715149,-0.366365589780889,6.42646507712416,6.45965562792353,1
"C3F7046","C3F7047","Mont Ventoux",10.1,"M",50.1637454177392,0.0755251583945041,3.54933397630247,2.82877712400476,0
"C3F7047","C3F7048","Oulu",11.8,"M",50.2180165275834,2.19566464154414,4.19386324638302,4.07902598425526,0
"C3F7048","C3F7049","Westerheide",8.1,"M",48.8832511277601,-0.488462446355745,4.38459205745446,3.21130849318572,0
"C3F7049","C3F7050","Whytham Woods",12.4,"M",51.9380709992696,2.35597515249301,5.07026422168708,3.47165477084613,2
"C3F7050","C3F7051","Zvenigorod",14.1,"M",51.2645923760878,2.22895684526082,5.11107067713613,4.52898002388698,0
"C3F7051","C3F7052","Bagley Wood",11.7,"F",51.4195314137192,-0.810221911430595,4.86637078584431,5.26588977062177,1
"C3F7052","C3F7053","Boshoek",7.2,"F",45.689637320771,-4.43982528594113,4.71467258976105,6.24871240401068,3
"C3F7053","C3F7054","Donana",8.2,"F",49.7507352111044,-1.22182865795,5.04671811446953,5.21500257743516,0
"C3F7054","C3F7055","Forstenrieder park",10.9,"F",51.2404129338577,-0.908944570312595,4.63019052784024,5.22778769180561,2
"C3F7055","C3F7056","Gotland",10.4,"F",48.6532501043019,0.356696119426871,5.19789588989421,4.83825872941719,0
"C3F7056","C3F7057","Mont Ventoux",9.8,"M",51.1490100655636,2.08319642123734,6.20604975704784,6.04901482689456,1
"C3F7057","C3F7058","Oulu",7.1,"M",46.9347710755737,-1.80714176925749,5.30840339071705,4.615008215916,3
"C3F7058","C3F7059","Westerheide",6.8,"M",48.8098384845069,-0.897151722663484,7.67160517258392,8.19017656169145,0
"C3F7059","C3F7060","Whytham Woods",9.9,"M",50.2974461595569,-0.164256565623754,3.84273535101414,4.38318553190645,2
"C3F7060","C3F7061","Zvenigorod",11,"M",49.7376243673942,0.698702862278104,4.43538274019298,4.63212594623164,0
"C3F7061","C3F7062","Bagley Wood",9.7,"F",50.5064512013974,-1.65286383357728,5.08614207004409,3.47211476930037,1
"C3F7062","C3F7063","Boshoek",14.2,"F",54.081129415935,2.53247758988574,4.39616926876849,4.93496201165542,0
"C3F7063","C3F7064","Donana",9.4,"F",47.4679970067426,-0.783791021894275,5.05209963204362,4.82679044814878,3
"C3F7064","C3F7065","Forstenrieder park",7.4,"F",47.0015020775566,-4.30968244926361,2.65037134785239,0.459036678724464,1
"C3F7065","C3F7066","Gotland",14.1,"F",52.6017769963028,3.97263790072405,3.57173504666283,4.79246153203369,1
"C3F7066","C3F7067","Mont Ventoux",8.3,"M",48.91252960709,-0.439345766752023,5.25634174959279,4.65472473482963,1
"C3F7067","C3F7068","Oulu",13,"M",51.1527973741546,1.61951771449992,4.8545899828838,7.08099585700924,0
"C3F7068","C3F7069","Westerheide",9.7,"M",51.9383906414907,1.25680691413033,6.40788075936828,6.63857741108427,3
"C3F7069","C3F7070","Whytham Woods",10.6,"M",50.275061766802,0.647705123657648,4.90804042188083,6.08083578423104,4
"C3F7070","C3F7071","Zvenigorod",5.4,"M",47.9176560793255,-2.19827500153819,6.41464936719272,5.50402433275459,0
"C3F7071","C3F7072","Bagley Wood",11.9,"F",50.4453253716178,0.969109438152471,4.46153123138266,3.95991141804405,1
"C3F7072","C3F7073","Boshoek",12.3,"F",53.1587470574302,2.35998815982297,5.28183809053017,8.0553138564966,1
"C3F7073","C3F7074","Donana",13.5,"F",51.6344393704279,2.84376657881597,4.29182928994616,3.92784417109584,1
"C3F7074","C3F7075","Forstenrieder park",12.2,"F",52.1500828940028,0.592328341275356,4.48397197073799,3.34373859066645,0
"C3F7075","C3F7076","Gotland",13.4,"F",51.7188574202232,4.18566858955042,5.19911532699471,5.0319023523863,1
"C3F7076","C3F7077","Mont Ventoux",10.4,"M",52.3668104392077,0.738827741199602,5.80259748134487,5.64588124007205,2
"C3F7077","C3F7078","Oulu",9.9,"M",50.2771668596415,-0.560285668571218,3.72539466262623,3.53899920066819,1
"C3F7078","C3F7079","Westerheide",12.8,"M",53.326208265172,2.87393278282206,4.74326174110124,5.72470193232994,0
"C3F7079","C3F7080","Whytham Woods",12.3,"M",53.1893749194521,1.57414796722186,5.52444371313852,5.59682430492177,1
"C3F7080","C3F7081","Zvenigorod",10.2,"M",49.0167260212778,-0.583816284116612,3.53527603378154,2.93713103103375,1
"C3F7081","C3F7082","Bagley Wood",10.8,"F",49.7536036783697,-0.447593994740966,5.0416538782828,3.69999443943849,1
"C3F7082","C3F7083","Boshoek",11.8,"F",53.4315490927941,2.02788137476012,6.44847666936143,7.57100300068395,1
"C3F7083","C3F7084","Donana",7.3,"F",46.4712906780339,-4.84306190591641,4.95411212166321,5.6134699065774,1
